bhk,rent,size,area_type,city,furnishing_status,tenant_preferred,bathroom,point_of_contact,posted_on,floor_level,suburb,id
1,8000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,Ground,Uttarahalli Hobli,1313
2,15000,850,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,Ground,Horamavu,1314
2,27000,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,2,Hennur Bagalur Main Rd,1315
3,50000,1250,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,July,3,19th Cross Rd,1316
2,8000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,April,2,Phase 2,1317
2,15000,750,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,1,BSK II Stg,1318
2,8500,440,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,May,2,Basaweshwara Nagar,1319
3,22500,1600,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,May,2,BG Road,1320
2,15000,1200,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,June,3,Kodigehalli,1321
2,11000,950,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,2,Begur,1322
2,11000,800,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,June,Ground,Battarahalli,1323
3,120000,2770,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,July,3,Dollars Colony,1324
2,15000,800,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,Ground,Bilekahalli,1325
1,7000,400,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,Ground,Mathikere,1326
1,5000,144,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,Ground,Padmanabhanagar,1327
2,21000,1005,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,July,2,Indiranagar,1328
2,10000,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,Ground,Ramamurthy Nagar,1329
2,15000,1180,Super Area,Bangalore,Semi-Furnished,Family,2,Contact Owner,May,Ground,Bommanahalli,1330
2,11000,900,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,2,T. Dasarahalli,1331
2,17000,1100,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,1,Malleshpalya,1332
2,18000,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,May,Ground,Marathahalli,1333
2,13000,780,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,June,1,HAL Old Airport Rd,1334
2,38000,1274,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,July,9,Kanakapura Rd,1335
2,36000,1200,Carpet Area,Bangalore,Furnished,Bachelors/Family,2,Contact Agent,June,1,Whitefield,1336
1,7500,400,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,June,3,Chikkalasandra,1337
1,9000,500,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,June,Ground,Maruthi Sevanagar,1338
1,6500,700,Super Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner,June,1,Phase 2,1339
2,6000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,July,2,Chikkabanavara,1340
2,18000,1200,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,3,Kodigehalli,1341
2,25000,900,Super Area,Bangalore,Unfurnished,Family,2,Contact Owner,June,Ground,Kammanahalli,1342
2,20000,1050,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,2,Hulimavu,1343
2,8000,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,2,Vidyaranyapura,1344
2,11000,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,May,2,Electronic City,1345
3,65000,1480,Carpet Area,Bangalore,Furnished,Family,2,Contact Agent,July,7,Outer Ring Rd,1346
2,20000,1100,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,May,1,Outer Ring Rd,1347
1,5500,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,June,Ground,Rayasandra,1348
3,21500,1320,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,3,Bommasandra,1349
2,9300,500,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,May,2,Rajajinagar,1350
1,6000,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,May,Ground,Choodasandra,1351
2,13000,650,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,May,1,Arekere,1352
2,14000,1000,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,June,1,Battarahalli,1353
2,14000,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,Ground,A Narayanapura,1354
1,6000,650,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,2,Banashankari,1355
2,13000,1000,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,June,2,Anantapuram,1356
2,20000,1100,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,2,Hulimavu,1357
2,24000,1300,Super Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner,May,2,OMBR Layout,1358
1,6000,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,April,3,Hongasandra,1359
2,15000,800,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,1,Chamrajpet,1360
2,20000,1115,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,May,2,Sahakar Nagar,1361
2,17000,1060,Carpet Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner,May,1,Krishnarajapura,1362
3,35000,1278,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,3,Mathikere,1363
3,22000,1500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,July,2,Kanakapura Rd,1364
2,18000,1000,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent,July,2,VHVH+9CM,1365
4,120000,4105,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent,June,11,Hebbal,1366
2,10000,800,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,Ground,Adugodi,1367
2,8000,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,1,Vijayanagar,1368
2,9500,700,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,Ground,Chikkalasandra,1369
3,31000,1325,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,1,Outer Ring Rd,1370
2,14000,950,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,June,2,Electronic City,1371
3,24000,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,1,Banaswadi,1372
1,8000,400,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,2,Phase 2,1373
1,22000,400,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,Ground,Indiranagar,1374
1,5000,500,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,July,1,Vidyaranyapura,1375
1,6000,400,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,May,3,Hongasandra,1376
2,30000,1100,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,May,2,Maruthi Sevanagar,1377
2,12000,650,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,2,Bommanahalli,1378
2,14000,800,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,June,1,Hongasandra,1379
1,22000,460,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,June,3,HAL Old Airport Rd,1380
2,40000,1380,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,May,2,Hosur Rd,1381
1,12000,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,1,Banaswadi,1382
2,15000,825,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,June,Ground,Hulimavu,1383
2,9500,700,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,2,Varthur,1384
2,15000,1110,Carpet Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner,May,1,Subramanyapura,1385
2,15000,800,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,2,BG Road,1386
2,10000,810,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,Ground,Vijayanagar,1387
4,15000,1150,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,May,Ground,Yelahanka New Town,1388
1,10000,300,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,July,2,C V Raman Nagar,1389
3,52000,1603,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,July,26,Kanakapura Rd,1390
1,6500,200,Super Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,May,4,Mahadevapura,1391
3,22000,1500,Super Area,Bangalore,Furnished,Bachelors/Family,3,Contact Owner,June,Ground,J. P. Nagar,1392
1,10000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,1,Rajajinagar,1393
1,6000,150,Super Area,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,June,3,Malleshwaram,1394
2,13000,750,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,Ground,Krishnarajapura,1395
4,30000,1900,Super Area,Bangalore,Unfurnished,Bachelors/Family,3,Contact Owner,May,3,Bommanahalli,1396
1,15000,700,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,April,2,Varthur,1397
2,70000,1325,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Agent,June,12,1,1398
2,19000,894,Carpet Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner,June,3,Amrutahalli,1399
2,20000,1100,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,3,Electronic City,1400
2,9000,600,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,June,1,Begur,1401
1,5000,500,Super Area,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,May,Ground,Vijayanagar,1402
3,75000,2400,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent,July,5,Outer Ring Rd,1403
2,20000,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,Ground,BTM Layout,1404
1,7000,500,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,June,1,Varanasi,1405
1,11000,550,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,Ground,Hebbal Kempapura,1406
1,13500,450,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Owner,June,Ground,Naagarabhaavi,1407
1,17000,430,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,4,Garvebhavi Palya,1408
3,55000,2430,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,July,4,Halasuru,1409
1,13000,500,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,May,4,Electronic City,1410
2,11000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,2,Electronic City,1411
2,16000,805,Carpet Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,May,5,Mallasandra,1412
2,23500,950,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,6,Bilekahalli,1413
2,8500,1000,Carpet Area,Bangalore,Unfurnished,Bachelors,2,Contact Agent,May,1,Bellary Rd,1414
3,30000,1350,Super Area,Bangalore,Furnished,Bachelors/Family,3,Contact Owner,May,14,Mylasandra,1415
3,22000,1500,Carpet Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,July,2,RR Nagar,1416
2,15000,1000,Carpet Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner,May,1,Ramamurthy Nagar,1417
2,10000,1000,Carpet Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner,May,Ground,Basaweshwara Nagar,1418
2,12500,800,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,June,2,Nagondanahalli,1419
3,24000,1550,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner,June,1,Byrathi,1420
2,32000,1000,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,July,1,Palace Guttahalli,1421
2,19000,800,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,July,1,Whitefield,1422
1,9000,700,Super Area,Bangalore,Furnished,Bachelors/Family,1,Contact Owner,May,Ground,Kanakapura Rd,1423
2,5500,500,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,June,7,Laggere,1424
1,15000,500,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,July,2,Sector 3,1425
3,27000,1200,Super Area,Bangalore,Unfurnished,Bachelors,2,Contact Owner,June,2,VHVH+9CM,1426
2,14000,1000,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,1,Thanisandra,1427
3,43000,1680,Carpet Area,Bangalore,Unfurnished,Bachelors,3,Contact Agent,July,4,Sarjapur - Marathahalli Rd,1428
2,30000,1100,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent,June,2,Indiranagar,1429
2,50000,1200,Carpet Area,Bangalore,Furnished,Bachelors,1,Contact Agent,June,1,Lavelle Road,1430
3,25000,1600,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,June,3,Vijaya Bank Layout,1431
1,6000,300,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,May,1,Abbigere,1432
1,10000,550,Super Area,Bangalore,Semi-Furnished,Family,1,Contact Owner,May,1,BTM Layout,1433
1,15000,400,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,May,1,Borewell Rd,1434
1,5000,500,Super Area,Bangalore,Unfurnished,Family,1,Contact Owner,June,1,T. Dasarahalli,1435
3,35000,2100,Super Area,Bangalore,Furnished,Bachelors/Family,3,Contact Owner,June,1,Srinivaspura,1436
2,35000,800,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,9,Ashok Nagar,1437
2,16000,800,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,June,1,HAL Old Airport Rd,1438
4,130000,4341,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent,July,9,Arekere,1439
2,35000,1300,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,3,Jayanagar,1440
1,10000,400,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,2,Halasuru,1441
2,12000,800,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,May,1,Ramamurthy Nagar,1442
2,10500,1000,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,June,Ground,Banashankari,1443
1,8000,400,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,1,Hennur Bagalur Main Rd,1444
2,15000,1100,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,Contact Agent,June,Ground,Indiranagar,1445
2,25000,1200,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,July,4,HSR Layout,1446
2,9000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,1,Mathikere,1447
2,12000,700,Carpet Area,Bangalore,Semi-Furnished,Family,1,Contact Owner,July,1,Chamundeshwari Layout,1448
2,10000,110,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,June,1,Kengeri,1449
2,16000,800,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,June,1,J. P. Nagar,1450
3,60000,1500,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,July,3,Indiranagar,1451
1,7000,900,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,3,Vijayanagar,1452
3,21000,1600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Owner,May,1,Bilekahalli,1453
4,250000,5700,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent,May,24,Whitefield,1454
1,19000,625,Carpet Area,Bangalore,Unfurnished,Bachelors,1,Contact Agent,July,2,Sector 2,1455
4,42500,1760,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,3,Contact Owner,April,1,Sun City Layout,1456
2,11000,600,Super Area,Bangalore,Furnished,Bachelors,1,Contact Owner,May,Ground,Naagarabhaavi,1457
2,18000,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,3,Annapurneshwari Nagar,1458
1,7000,450,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,1,Electronic City,1459
2,15000,1050,Carpet Area,Bangalore,Semi-Furnished,Family,2,Contact Owner,June,2,Jakkur,1460
1,4800,580,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,Ground,Kengeri,1461
1,18000,550,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,June,3,Marathahalli,1462
2,12000,1200,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,1,Abbigere,1463
1,9000,900,Carpet Area,Bangalore,Semi-Furnished,Bachelors,1,Contact Agent,July,3,1,1464
3,25000,1400,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,May,1,Indiranagar,1465
1,9000,400,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,1,C V Raman Nagar,1466
2,11000,900,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,3,Arekere,1467
1,12500,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,Ground,Seshadripuram,1468
3,21000,1360,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,1,Whitefield,1469
3,17681,1110,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,3,Electronic City,1470
3,30000,1700,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,3,Contact Agent,July,19,Kanakapura Rd,1471
2,25000,980,Super Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,June,17,Mysore Rd,1472
2,8000,200,Carpet Area,Bangalore,Furnished,Bachelors/Family,2,Contact Owner,May,2,Outer Ring Rd,1473
1,8000,750,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,May,Ground,Krishnarajapura,1474
1,11500,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,3,J. P. Nagar,1475
4,140000,3100,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,4,Contact Agent,July,9,Dollars Colony,1476
2,6000,660,Super Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner,June,2,Electronic City,1477
2,11000,600,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,1,Battarahalli,1478
1,4000,250,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,June,2,BTM Layout,1479
2,14000,1200,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,May,Ground,Ramamurthy Nagar,1480
2,24000,630,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Agent,July,2,Halasuru,1481
2,11000,840,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,1,Dooravani Nagar,1482
2,10000,500,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,May,Upper,Marathahalli,1483
3,62000,1680,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Owner,May,4,Hebbal,1484
2,12000,775,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,June,2,HAL Old Airport Rd,1485
2,17500,900,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,Ground,Hebbal Kempapura,1486
3,30000,1250,Carpet Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,June,15,Begur Rd,1487
1,9000,445,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,June,1,HAL Old Airport Rd,1488
2,8500,500,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,2,Electronics City Phase 1,1489
1,8000,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,1,Electronic City,1490
1,8500,730,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,2,Krishnarajapura,1491
3,52000,2710,Super Area,Bangalore,Semi-Furnished,Bachelors,3,Contact Agent,July,4,Thanisandra,1492
2,18000,1190,Carpet Area,Bangalore,Semi-Furnished,Bachelors,2,Contact Owner,June,3,Basavanagara,1493
1,15000,435,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Agent,July,2,HAL Old Airport Rd,1494
2,12000,750,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,April,1,Electronics City Phase 1,1495
2,12000,600,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,2,BTM Layout,1496
1,6500,450,Super Area,Bangalore,Unfurnished,Bachelors/Family,1,Contact Owner,May,2,Mathikere,1497
3,13500,1100,Super Area,Bangalore,Unfurnished,Family,3,Contact Owner,June,3,Kudlu Gate,1498
1,10000,700,Super Area,Bangalore,Unfurnished,Bachelors,1,Contact Owner,June,1,Naagarabhaavi,1499
2,8500,650,Carpet Area,Bangalore,Furnished,Family,2,Contact Owner,June,8,Attibele,1500
3,32000,1768,Super Area,Bangalore,Semi-Furnished,Family,3,Contact Agent,June,8,Yelahanka,1501
3,42000,1600,Carpet Area,Bangalore,Semi-Furnished,Family,3,Contact Agent,June,3,2,1502
1,7500,400,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,2,C V Raman Nagar,1503
2,16000,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,1,Kengeri,1504
1,5000,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,2,Rayasandra,1505
2,14000,700,Super Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,July,1,C V Raman Nagar,1506
4,60000,2500,Super Area,Bangalore,Semi-Furnished,Family,4,Contact Owner,May,1,Basaveshwar Nagar,1507
1,8500,500,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,June,2,Hulimavu,1508
1,10000,500,Carpet Area,Bangalore,Semi-Furnished,Bachelors/Family,1,Contact Owner,May,Ground,Bengaluru,1509
2,15000,1280,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Owner,May,Ground,Outer Ring Rd,1510
2,25000,750,Carpet Area,Bangalore,Unfurnished,Bachelors/Family,2,Contact Agent,June,4,Koramangala,1511
2,14000,900,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,July,2,Krishnarajapura,1512
3,20000,1200,Super Area,Bangalore,Semi-Furnished,Bachelors/Family,2,Contact Owner,May,Ground,Basaveshwar Nagar,1513
